timestamp,wind_speed_ms,temperature_c
2026-01-31 00:00:00+00:00,8.0,-4.0
2026-01-31 01:00:00+00:00,8.6512,-3.7084
2026-01-31 02:00:00+00:00,9.2802,-3.4173
2026-01-31 03:00:00+00:00,9.8657,-3.1273
2026-01-31 04:00:00+00:00,10.3886,-2.8387
2026-01-31 05:00:00+00:00,10.8329,-2.5522
2026-01-31 06:00:00+00:00,11.1861,-2.2682
2026-01-31 07:00:00+00:00,11.4403,-1.9872
2026-01-31 08:00:00+00:00,11.5922,-1.7096
2026-01-31 09:00:00+00:00,11.6433,-1.4361
2026-01-31 10:00:00+00:00,11.5998,-1.167
2026-01-31 11:00:00+00:00,11.4726,-0.9028
2026-01-31 12:00:00+00:00,11.2762,-0.644
2026-01-31 13:00:00+00:00,11.0283,-0.391
2026-01-31 14:00:00+00:00,10.7488,-0.1443
2026-01-31 15:00:00+00:00,10.4588,0.0957
2026-01-31 16:00:00+00:00,10.1797,0.3286
2026-01-31 17:00:00+00:00,9.9319,0.554
2026-01-31 18:00:00+00:00,9.7339,0.7715
2026-01-31 19:00:00+00:00,9.6014,0.9807
2026-01-31 20:00:00+00:00,9.5463,1.1812
2026-01-31 21:00:00+00:00,9.5764,1.3728
2026-01-31 22:00:00+00:00,9.6949,1.555
2026-01-31 23:00:00+00:00,9.9001,1.7276
2026-02-01 00:00:00+00:00,10.1855,1.8903
2026-02-01 01:00:00+00:00,10.5404,2.0427
2026-02-01 02:00:00+00:00,10.95,2.1847
2026-02-01 03:00:00+00:00,11.3964,2.3159
2026-02-01 04:00:00+00:00,11.8593,2.4361
2026-02-01 05:00:00+00:00,12.3172,2.5452
2026-02-01 06:00:00+00:00,12.7482,2.6429
2026-02-01 07:00:00+00:00,13.1313,2.7291
2026-02-01 08:00:00+00:00,13.4474,2.8036
2026-02-01 09:00:00+00:00,13.68,2.8663
2026-02-01 10:00:00+00:00,13.8163,2.917
2026-02-01 11:00:00+00:00,13.8479,2.9558
2026-02-01 12:00:00+00:00,13.7707,2.9825
2026-02-01 13:00:00+00:00,13.5856,2.997
2026-02-01 14:00:00+00:00,13.2986,2.9994
2026-02-01 15:00:00+00:00,12.9197,2.9897
2026-02-01 16:00:00+00:00,12.4634,2.9679
2026-02-01 17:00:00+00:00,11.9473,2.9339
2026-02-01 18:00:00+00:00,11.3917,2.8879
2026-02-01 19:00:00+00:00,10.8182,2.83
2026-02-01 20:00:00+00:00,10.2489,2.7601
2026-02-01 21:00:00+00:00,9.7056,2.6786
2026-02-01 22:00:00+00:00,9.208,2.5855
2026-02-01 23:00:00+00:00,8.7735,2.4809
2026-02-02 00:00:00+00:00,8.4159,2.3651
2026-02-02 01:00:00+00:00,8.1451,2.2382
2026-02-02 02:00:00+00:00,7.9661,2.1005
2026-02-02 03:00:00+00:00,7.8794,1.9522
2026-02-02 04:00:00+00:00,7.8806,1.7936
2026-02-02 05:00:00+00:00,7.9608,1.6249
2026-02-02 06:00:00+00:00,8.107,1.4465
2026-02-02 07:00:00+00:00,8.3026,1.2586
2026-02-02 08:00:00+00:00,8.5288,1.0616
2026-02-02 09:00:00+00:00,8.7647,0.8558
2026-02-02 10:00:00+00:00,8.9893,0.6416
2026-02-02 11:00:00+00:00,9.1817,0.4193
2026-02-02 12:00:00+00:00,9.3227,0.1893
2026-02-02 13:00:00+00:00,9.3956,-0.0479
2026-02-02 14:00:00+00:00,9.3872,-0.292
2026-02-02 15:00:00+00:00,9.2879,-0.5426
2026-02-02 16:00:00+00:00,9.0932,-0.7991
2026-02-02 17:00:00+00:00,8.803,-1.0612
2026-02-02 18:00:00+00:00,8.422,-1.3284
2026-02-02 19:00:00+00:00,7.9598,-1.6002
2026-02-02 20:00:00+00:00,7.4299,-1.8762
2026-02-02 21:00:00+00:00,6.8494,-2.1559
2026-02-02 22:00:00+00:00,6.2381,-2.4388
2026-02-02 23:00:00+00:00,5.6176,-2.7244
2026-02-03 00:00:00+00:00,5.0102,-3.0122
2026-02-03 01:00:00+00:00,4.4378,-3.3017
2026-02-03 02:00:00+00:00,3.9209,-3.5924
2026-02-03 03:00:00+00:00,3.4776,-3.8839
2026-02-03 04:00:00+00:00,3.1229,-4.1755
2026-02-03 05:00:00+00:00,2.8675,-4.4668
2026-02-03 06:00:00+00:00,2.7178,-4.7574
2026-02-03 07:00:00+00:00,2.6755,-5.0466
2026-02-03 08:00:00+00:00,2.7371,-5.334
2026-02-03 09:00:00+00:00,2.8949,-5.6191
2026-02-03 10:00:00+00:00,3.1365,-5.9013
2026-02-03 11:00:00+00:00,3.4461,-6.1803
2026-02-03 12:00:00+00:00,3.8048,-6.4555
2026-02-03 13:00:00+00:00,4.1921,-6.7264
2026-02-03 14:00:00+00:00,4.5862,-6.9926
2026-02-03 15:00:00+00:00,4.9658,-7.2536
2026-02-03 16:00:00+00:00,5.3106,-7.5089
2026-02-03 17:00:00+00:00,5.6027,-7.7582
2026-02-03 18:00:00+00:00,5.8271,-8.0009
2026-02-03 19:00:00+00:00,5.9728,-8.2367
2026-02-03 20:00:00+00:00,6.033,-8.4652
2026-02-03 21:00:00+00:00,6.006,-8.6858
2026-02-03 22:00:00+00:00,5.8944,-8.8984
2026-02-03 23:00:00+00:00,5.7058,-9.1024
2026-02-04 00:00:00+00:00,5.4521,-9.2976
2026-02-04 01:00:00+00:00,5.1486,-9.4836
2026-02-04 02:00:00+00:00,4.8139,-9.6601
2026-02-04 03:00:00+00:00,4.4684,-9.8267
2026-02-04 04:00:00+00:00,4.1335,-9.9833
2026-02-04 05:00:00+00:00,3.8305,-10.1294
2026-02-04 06:00:00+00:00,3.5797,-10.2649
2026-02-04 07:00:00+00:00,3.3992,-10.3896
2026-02-04 08:00:00+00:00,3.3041,-10.5031
2026-02-04 09:00:00+00:00,3.3054,-10.6054
2026-02-04 10:00:00+00:00,3.4102,-10.6961
2026-02-04 11:00:00+00:00,3.6205,-10.7753
2026-02-04 12:00:00+00:00,3.9337,-10.8427
2026-02-04 13:00:00+00:00,4.3421,-10.8982
2026-02-04 14:00:00+00:00,4.834,-10.9418
2026-02-04 15:00:00+00:00,5.3936,-10.9733
2026-02-04 16:00:00+00:00,6.0021,-10.9927
2026-02-04 17:00:00+00:00,6.6386,-10.9999
2026-02-04 18:00:00+00:00,7.2808,-10.995
2026-02-04 19:00:00+00:00,7.9066,-10.978
2026-02-04 20:00:00+00:00,8.4945,-10.9489
2026-02-04 21:00:00+00:00,9.0253,-10.9077
2026-02-04 22:00:00+00:00,9.4824,-10.8545
2026-02-04 23:00:00+00:00,9.8531,-10.7894
2026-02-05 00:00:00+00:00,10.129,-10.7125
2026-02-05 01:00:00+00:00,10.3063,-10.6239
2026-02-05 02:00:00+00:00,10.3859,-10.5239
2026-02-05 03:00:00+00:00,10.3737,-10.4125
2026-02-05 04:00:00+00:00,10.2799,-10.29
2026-02-05 05:00:00+00:00,10.1187,-10.1566
2026-02-05 06:00:00+00:00,9.9074,-10.0125
2026-02-05 07:00:00+00:00,9.6656,-9.858
2026-02-05 08:00:00+00:00,9.4144,-9.6933
2026-02-05 09:00:00+00:00,9.175,-9.5187
2026-02-05 10:00:00+00:00,8.9679,-9.3346
2026-02-05 11:00:00+00:00,8.8116,-9.1411
2026-02-05 12:00:00+00:00,8.7219,-8.9388
2026-02-05 13:00:00+00:00,8.7112,-8.7279
2026-02-05 14:00:00+00:00,8.7875,-8.5087
2026-02-05 15:00:00+00:00,8.9542,-8.2818
2026-02-05 16:00:00+00:00,9.21,-8.0474
2026-02-05 17:00:00+00:00,9.5487,-7.806
2026-02-05 18:00:00+00:00,9.9597,-7.558
2026-02-05 19:00:00+00:00,10.4286,-7.3038
2026-02-05 20:00:00+00:00,10.9374,-7.0438
2026-02-05 21:00:00+00:00,11.466,-6.7786
2026-02-05 22:00:00+00:00,11.9926,-6.5086
2026-02-05 23:00:00+00:00,12.4952,-6.2342
2026-02-06 00:00:00+00:00,12.9525,-5.9559
2026-02-06 01:00:00+00:00,13.3449,-5.6742
2026-02-06 02:00:00+00:00,13.6556,-5.3897
2026-02-06 03:00:00+00:00,13.871,-5.1027
2026-02-06 04:00:00+00:00,13.9821,-4.8138
2026-02-06 05:00:00+00:00,13.9843,-4.5235
2026-02-06 06:00:00+00:00,13.8777,-4.2323
2026-02-06 07:00:00+00:00,13.6676,-3.9406
2026-02-06 08:00:00+00:00,13.3636,-3.6491
2026-02-06 09:00:00+00:00,12.9795,-3.3582
2026-02-06 10:00:00+00:00,12.5325,-3.0684
2026-02-06 11:00:00+00:00,12.0424,-2.7802
2026-02-06 12:00:00+00:00,11.5306,-2.4942
2026-02-06 13:00:00+00:00,11.0191,-2.2107
2026-02-06 14:00:00+00:00,10.5295,-1.9304
2026-02-06 15:00:00+00:00,10.0817,-1.6536
2026-02-06 16:00:00+00:00,9.6931,-1.3809
2026-02-06 17:00:00+00:00,9.3778,-1.1128
2026-02-06 18:00:00+00:00,9.1459,-0.8497
2026-02-06 19:00:00+00:00,9.0029,-0.592
2026-02-06 20:00:00+00:00,8.9495,-0.3403
2026-02-06 21:00:00+00:00,8.9817,-0.0949
2026-02-06 22:00:00+00:00,9.0909,0.1437
2026-02-06 23:00:00+00:00,9.2643,0.3751
2026-02-07 00:00:00+00:00,9.4857,0.5989
2026-02-07 01:00:00+00:00,9.7361,0.8147
2026-02-07 02:00:00+00:00,9.9951,1.0222
2026-02-07 03:00:00+00:00,10.2412,1.221
2026-02-07 04:00:00+00:00,10.4536,1.4107
2026-02-07 05:00:00+00:00,10.6129,1.591
2026-02-07 06:00:00+00:00,10.7019,1.7616
2026-02-07 07:00:00+00:00,10.707,1.9222
2026-02-07 08:00:00+00:00,10.6185,2.0725
2026-02-07 09:00:00+00:00,10.4311,2.2123
2026-02-07 10:00:00+00:00,10.1443,2.3412
2026-02-07 11:00:00+00:00,9.7625,2.4592
2026-02-07 12:00:00+00:00,9.2947,2.566
2026-02-07 13:00:00+00:00,8.7541,2.6614
2026-02-07 14:00:00+00:00,8.1577,2.7452
2026-02-07 15:00:00+00:00,7.525,2.8173
2026-02-07 16:00:00+00:00,6.8775,2.8776
2026-02-07 17:00:00+00:00,6.2377,2.9259
2026-02-07 18:00:00+00:00,5.6275,2.9622
2026-02-07 19:00:00+00:00,5.0677,2.9864
2026-02-07 20:00:00+00:00,4.5769,2.9985
2026-02-07 21:00:00+00:00,4.1705,2.9985
