run_date,turbine_id,timestamp,predicted_power_kw,wind_speed_ms,valid,weather_kind,model_id,demo,actual_power_kw
2026-01-31,T2,2026-01-31 00:00:00+00:00,714.1716931478037,8.0,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 01:00:00+00:00,910.2714946893044,8.6512,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 02:00:00+00:00,1133.336412109192,9.2802,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 03:00:00+00:00,1376.4237731939168,9.8657,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 04:00:00+00:00,1603.0022694283646,10.3886,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 05:00:00+00:00,1833.9732659257395,10.8329,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 06:00:00+00:00,2017.1440039650752,11.1861,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 07:00:00+00:00,2153.544580137479,11.4403,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 08:00:00+00:00,2244.140835624887,11.5922,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 09:00:00+00:00,2285.670488952048,11.6433,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 10:00:00+00:00,2247.9067290748826,11.5998,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 11:00:00+00:00,2183.61612574088,11.4726,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 12:00:00+00:00,2063.374275865883,11.2762,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 13:00:00+00:00,1935.928054010791,11.0283,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 14:00:00+00:00,1788.5163077443065,10.7488,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 15:00:00+00:00,1641.672586823872,10.4588,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 16:00:00+00:00,1503.4495961337868,10.1797,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 17:00:00+00:00,1403.113219577187,9.9319,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 18:00:00+00:00,1318.2383174833865,9.7339,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 19:00:00+00:00,1254.830250917909,9.6014,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 20:00:00+00:00,1241.4437523294196,9.5463,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 21:00:00+00:00,1250.9737447508921,9.5764,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 22:00:00+00:00,1308.3666216702716,9.6949,True,synthetic,synthetic-random-forest-v1,True,
2026-01-31,T2,2026-01-31 23:00:00+00:00,1389.0742765800214,9.9001,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 00:00:00+00:00,1506.2956184667157,10.1855,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 01:00:00+00:00,1684.26787973921,10.5404,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 02:00:00+00:00,1894.1234808166353,10.95,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 03:00:00+00:00,2139.0824328967788,11.3964,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 04:00:00+00:00,2414.8930398479697,11.8593,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 05:00:00+00:00,2500.0,12.3172,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 06:00:00+00:00,2500.0,12.7482,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 07:00:00+00:00,2500.0,13.1313,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 08:00:00+00:00,2500.0,13.4474,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 09:00:00+00:00,2500.0,13.68,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 10:00:00+00:00,2500.0,13.8163,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 11:00:00+00:00,2500.0,13.8479,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 12:00:00+00:00,2500.0,13.7707,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 13:00:00+00:00,2500.0,13.5856,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 14:00:00+00:00,2500.0,13.2986,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 15:00:00+00:00,2500.0,12.9197,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 16:00:00+00:00,2500.0,12.4634,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 17:00:00+00:00,2467.630601269088,11.9473,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 18:00:00+00:00,2137.4676517812936,11.3917,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 19:00:00+00:00,1807.7671587889254,10.8182,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 20:00:00+00:00,1542.5857362098195,10.2489,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 21:00:00+00:00,1311.4733721437053,9.7056,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 22:00:00+00:00,1115.4875055637353,9.208,True,synthetic,synthetic-random-forest-v1,True,
2026-02-01,T2,2026-02-01 23:00:00+00:00,947.829072594076,8.7735,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 00:00:00+00:00,842.2482580169253,8.4159,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 01:00:00+00:00,748.202958602007,8.1451,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 02:00:00+00:00,705.3405627367518,7.9661,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 03:00:00+00:00,680.8885407464594,7.8794,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 04:00:00+00:00,680.8885407464594,7.8806,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 05:00:00+00:00,705.3405627367518,7.9608,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 06:00:00+00:00,741.1299630902095,8.107,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 07:00:00+00:00,801.7082979924621,8.3026,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 08:00:00+00:00,872.9717490867735,8.5288,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 09:00:00+00:00,947.829072594076,8.7647,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 10:00:00+00:00,1021.3794340121877,8.9893,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 11:00:00+00:00,1094.190111138199,9.1817,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 12:00:00+00:00,1144.9642829835689,9.3227,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 13:00:00+00:00,1178.9272483709674,9.3956,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 14:00:00+00:00,1178.3314218141395,9.3872,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 15:00:00+00:00,1139.554464144995,9.2879,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 16:00:00+00:00,1067.9306836207911,9.0932,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 17:00:00+00:00,967.1749722181859,8.803,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 18:00:00+00:00,842.2482580169253,8.422,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 19:00:00+00:00,705.3405627367518,7.9598,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 20:00:00+00:00,560.8676827881906,7.4299,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 21:00:00+00:00,432.49835532957627,6.8494,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 22:00:00+00:00,315.0337611077999,6.2381,True,synthetic,synthetic-random-forest-v1,True,
2026-02-02,T2,2026-02-02 23:00:00+00:00,223.82384427159334,5.6176,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 00:00:00+00:00,144.85590974588698,5.0102,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 01:00:00+00:00,88.87993608017358,4.4378,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 02:00:00+00:00,50.01073767038205,3.9209,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 03:00:00+00:00,22.194536185613373,3.4776,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 04:00:00+00:00,4.842678429598947,3.1229,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 05:00:00+00:00,0.0,2.8675,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 06:00:00+00:00,0.0,2.7178,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 07:00:00+00:00,0.0,2.6755,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 08:00:00+00:00,0.0,2.7371,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 09:00:00+00:00,0.0,2.8949,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 10:00:00+00:00,5.149044638905518,3.1365,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 11:00:00+00:00,21.544671127575622,3.4461,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 12:00:00+00:00,41.6393273882559,3.8048,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 13:00:00+00:00,67.72380771082936,4.1921,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 14:00:00+00:00,102.63308997052131,4.5862,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 15:00:00+00:00,141.29097472007578,4.9658,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 16:00:00+00:00,180.5014041575249,5.3106,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 17:00:00+00:00,217.00785394951333,5.6027,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 18:00:00+00:00,250.72425260725467,5.8271,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 19:00:00+00:00,276.02940210295515,5.9728,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 20:00:00+00:00,283.29361133638764,6.033,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 21:00:00+00:00,283.0736502291461,6.006,True,synthetic,synthetic-random-forest-v1,True,
2026-02-03,T2,2026-02-03 22:00:00+00:00,259.0605234178549,5.8944,True,synthetic,synthetic-random-forest-v1,True,
